"rank","tier","confidence","name","filing_date","state","industry","amount_offered_usd","amount_sold_usd","investors","archetype","total_score","solo_buildability","business_potential","fundability","korea_fit","global_fit","adjacent_optionality","product_summary","solo_idea","revenue_model","moat_to_build","expansion","risk","build_window","official_url","sec_url"
"171","응용","B","Blackboard Studio Technologies, Corp.","2026-01-28","DE","Construction","1000000","400000","5","기타 수직 운영","79","19","19","19","11","7","4","BlackBoard Studio is a company specialized in high quality web design, web development, web site creation, flash, logo, logotype and…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://blackboardstudio.com/","https://www.sec.gov/Archives/edgar/data/2107729/000210772926000001/0002107729-26-000001-index.html"
"172","응용","B","Pebble Spaces Inc.","2025-07-15","OH","Other Technology","725000","325000","3","기타 수직 운영","79","19","20","18","11","7","4","Pebble is an access and booking system that turns conference rooms into self-serve, revenue-generating spaces.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://pebblespaces.com/","https://www.sec.gov/Archives/edgar/data/2075583/000207558325000001/0002075583-25-000001-index.html"
"173","응용","B","Technova Industries Inc.","2025-11-10","WI","Other Technology","1000000","250000","3","기타 수직 운영","79","19","20","18","11","7","4","We deliver the most efficient solutions in Plastic Injection Moulding, Tool Making and Sub-Assemblies with our extensive experience and operational…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://technovaindustries.com/","https://www.sec.gov/Archives/edgar/data/2039267/000203926725000002/0002039267-25-000002-index.html"
"174","응용","B","Level Wins, LLC","2025-10-21","AR","Other Technology","400000","250000","3","기타 수직 운영","79","19","19","18","11","8","4","Fundraising tech for people making change. Built by fundraisers, for fundraisers","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://levelwins.com/","https://www.sec.gov/Archives/edgar/data/1925281/000192528125000004/0001925281-25-000004-index.html"
"175","응용","B","Gratwick Enterprises, Inc","2026-06-26","CA","Other Technology","250000","77000","4","기타 수직 운영","79","19","20","17","11","8","4","Join a community that funds, influences, and participates in real film and TV productions from idea to release.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://gratwick.io/","https://www.sec.gov/Archives/edgar/data/2142683/000214268326000001/0002142683-26-000001-index.html"
"176","응용","A","Hauler Hero Inc.","2025-12-01","NY","Other Technology","14500000","12000000","2","기타 수직 운영","79","19","20","17","11","8","4","Hauler Hero is a waste management software solution that helps waste haulers improve their operations, increase efficiency, and reduce costs.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.haulerhero.com/","https://www.sec.gov/Archives/edgar/data/2023314/000202331425000004/0002023314-25-000004-index.html"
"177","응용","A","Flight Science, Inc.","2025-12-19","CA","Other Technology","5500000","5500000","8","기타 수직 운영","79","19","20","17","11","8","4","Achieve 30% turbulence reduction, $43 average fuel savings per flight, and 4s alert response times.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://flightscience.ai/","https://www.sec.gov/Archives/edgar/data/2045657/000204565725000003/0002045657-25-000003-index.html"
"178","응용","A","Parallel Loop, Inc.","2026-06-29","CA","Other Technology","6999999","4000000","1","기타 수직 운영","79","19","20","17","11","8","4","Your decisions, workflows, and institutional knowledge, unified in one place. An AI operating partner that stays until the change is…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://parallelloop.ai/","https://www.sec.gov/Archives/edgar/data/2142048/000214204826000001/0002142048-26-000001-index.html"
"179","응용","A","HARMONY IT, INC.","2025-07-15","NY","Other Technology","5000000","3875000","94","기타 수직 운영","79","19","20","17","11","8","4","Harmony IT helps Australian small and medium businesses run reliable technology and put AI to work. Managed IT support, AI…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://harmonyit.ai/","https://www.sec.gov/Archives/edgar/data/2077018/000164117225019655/0001641172-25-019655-index.html"
"180","응용","A","RAI Partners Inc.","2026-04-22","TX","Other Technology","15000000","2000000","1","기타 수직 운영","79","19","20","17","11","8","4","CUSO Specialized in Credit Card & Loan Portfolio Growth. More Revenue & Profitability. Data Driven AI & ML. Supports Credit…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.raipartners.com/","https://www.sec.gov/Archives/edgar/data/2047658/000116840426000016/0001168404-26-000016-index.html"
"181","응용","A","Frontier Health LLC","2025-05-14","NV","Biotechnology","","1900000","4","의료·돌봄 운영","79","18","20","19","12","6","4","Juno is a supportive AI teammate for healthcare administration teams, automating repetitive, high-volume work across existing systems, so staff can…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://frontierhealth.ai/","https://www.sec.gov/Archives/edgar/data/2067960/000206796025000002/0002067960-25-000002-index.html"
"182","응용","A","Visor Health Inc.","2026-04-22","KY","Biotechnology","3000000","1751000","0","의료·돌봄 운영","79","18","21","17","12","7","4","Visor’s Movement Intelligence™ delivers fast, accurate orthopedic diagnosis and evidence-based MSK care. Reduce costs, improve outcomes, and accelerate recovery with…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://visor.health/","https://www.sec.gov/Archives/edgar/data/2087088/000208708826000003/0002087088-26-000003-index.html"
"183","응용","A","Moat Metrics, Inc.","2025-09-04","WA","Other Technology","5000000","650000","2","기타 수직 운영","79","19","19","19","11","7","4","Transform your AI agents into strategic research partners with MICS competitive intelligence framework. Get comprehensive business insights, patent analysis, and…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://moatmetrics.com/","https://www.sec.gov/Archives/edgar/data/2053310/000205331025000003/0002053310-25-000003-index.html"
"184","응용","A","Skanda Energy Inc.","2026-06-11","MA","Other Technology","1000000","65000","4","기타 수직 운영","79","19","19","18","11","8","4","Streamline complex energy project permitting with an AI-driven platform that enhances collaboration among developers, regulators, and stakeholders.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.skandaenergy.com/","https://www.sec.gov/Archives/edgar/data/2140142/000214014226000001/0002140142-26-000001-index.html"
"185","응용","A","NEXA OPTIMUM SOLUTIONS LLC","2025-11-25","CA","Business Services","25000","25000","4","기타 수직 운영","79","19","20","17","11","8","4","We combine traditional recovery expertise with advanced digital technology to maximize results while maintaining a human-centered approach.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://nexaoptimum.com/","https://www.sec.gov/Archives/edgar/data/2098298/000209829825000001/0002098298-25-000001-index.html"
"186","관찰","C","HuLoop Automation, Inc.","2025-01-07","CA","Other Technology","6020303","6020278","13","기타 수직 운영","78","19","20","16","11","8","4","HuLoop delivers a unified work optimization and automation platform to streamline processes and boost productivity using AI-powered intelligent agents.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://huloop.ai/","https://www.sec.gov/Archives/edgar/data/2051153/000205115325000001/0002051153-25-000001-index.html"
"187","관찰","C","Quadratic Growth Inc.","2025-09-22","CO","Other Technology","5499997","5360124","7","기타 수직 운영","78","19","20","16","11","8","4","The AI spreadsheet that connects to your data and helps you understand it fast. Turn questions into fast, explainable, and…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.quadratichq.com/","https://www.sec.gov/Archives/edgar/data/1936792/000193679225000002/0001936792-25-000002-index.html"
"188","관찰","C","Candlestick Partners MC, LLC","2025-11-21","CA","Business Services","1000000","975000","13","기타 수직 운영","78","19","19","18","11","7","4","Great returns made easy.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://candlestick.ai/","https://www.sec.gov/Archives/edgar/data/2097214/000209721425000001/0002097214-25-000001-index.html"
"189","응용","B","Panorama Artificial Intelligence Corp.","2025-12-03","WA","Other Technology","34999963","34999963","5","개발도구·데이터","78","20","21","14","9","10","4","World Leaders in BI and AI-Powered Data Analytics Revolutionizing the Way People Interact with Data Contact Us Revolutionizing the Way…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","긴 조달 가능성 — 민간 공급자부터 진입","6–8주","https://panorama.com/","https://www.sec.gov/Archives/edgar/data/2001638/000200163825000005/0002001638-25-000005-index.html"
"190","응용","B","Istari Digital, Inc.","2025-01-10","VA","Other Technology","35549978","27050000","11","개발도구·데이터","78","20","21","14","9","10","4","Istari Digital connects tools, teams, and environments across aerospace, defense, and critical infrastructure so complex programs can verify faster and…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","긴 조달 가능성 — 민간 공급자부터 진입","6–8주","https://www.istaridigital.com/","https://www.sec.gov/Archives/edgar/data/2051439/000205143925000001/0002051439-25-000001-index.html"
"191","응용","B","Citra Space Corp","2026-04-24","CO","Other Technology","14999969","11494971","20","기타 수직 운영","78","19","19","17","11","8","4","Citra","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://citra.space/","https://www.sec.gov/Archives/edgar/data/2130482/000213048226000001/0002130482-26-000001-index.html"
"192","응용","B","Rhizome Data Inc.","2025-05-21","DC","Other Technology","9760087","9760087","18","기타 수직 운영","78","19","20","16","11","8","4","Plan smarter, prioritize investments, and strengthen the grid in an era of extremes. Rhizome helps electric utilities model climate threats…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.rhizomedata.com/","https://www.sec.gov/Archives/edgar/data/2068641/000206864125000001/0002068641-25-000001-index.html"
"193","응용","B","Salvo Health, Inc.","2025-12-30","NY","Other","11744690","9452701","31","의료·돌봄 운영","78","18","21","16","12","7","4","Salvo Health enables providers treating chronic GI and metabolic liver conditions to enable their practices and hospital departments to move…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.salvohealth.com/","https://www.sec.gov/Archives/edgar/data/2013278/000123191925000670/0001231919-25-000670-index.html"
"194","응용","B","Passage Health Inc.","2025-05-13","NY","Other Technology","8000000","8000000","2","의료·돌봄 운영","78","18","21","16","12","7","4","Passage Health","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.passagehealth.com/","https://www.sec.gov/Archives/edgar/data/1987011/000198701125000001/0001987011-25-000001-index.html"
"195","응용","B","ELO LIFE SYSTEMS, INC.","2026-02-11","NC","Other Technology","","5406221","5","기타 수직 운영","78","19","20","17","11","7","4","From unique plant-based sweeteners, Elo harnesses the untapped potential of nature—powered by advanced biotechnology—to make food tastier, healthier, and more…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://elolife.com/","https://www.sec.gov/Archives/edgar/data/1899946/000189994626000001/0001899946-26-000001-index.html"
"196","응용","B","Frame Data AI, Inc.","2025-11-04","TX","Other Technology","","4000000","1","기타 수직 운영","78","19","20","16","11","8","4","Frame Data AI – Data – Simplified, mastered, amplified.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.framedata.ai/","https://www.sec.gov/Archives/edgar/data/2095255/000209525525000001/0002095255-25-000001-index.html"
"197","응용","B","Headstart Health, Inc.","2025-01-24","IN","Other","3999997","3999997","8","의료·돌봄 운영","78","18","20","18","12","6","4","Life-changing autism care. Without the wait. Skip the long waitlist and find trusted ABA providers who can start helping your…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://headstart.health/","https://www.sec.gov/Archives/edgar/data/2053327/000123191925000016/0001231919-25-000016-index.html"
"198","응용","B","Long Angle, Inc.","2025-06-16","TX","Other Technology","7200011","3000012","2","기타 수직 운영","78","19","19","18","11","7","4","Empowering high-net-worth individuals with peer insights, authentic relationships, and curated investment opportunities. Connect with a global community to discuss wealth…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.longangle.com/","https://www.sec.gov/Archives/edgar/data/2070387/000207038725000001/0002070387-25-000001-index.html"
"199","응용","B","Spare Tire Corp.","2025-12-17","FL","Other Technology","10000000","2605500","28","기타 수직 운영","78","19","19","18","11","7","4","Spare tires for vehicles that don","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://sparetire.com/","https://www.sec.gov/Archives/edgar/data/2100200/000210020025000001/0002100200-25-000001-index.html"
"200","응용","B","Karias Health, Inc.","2026-03-11","SC","Other Health Care","5000000","2200000","3","의료·돌봄 운영","78","16","21","19","11","7","4","Affordable group health plans for businesses. Karias saves employers and employees money without sacrificing care or experience.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","8–12주/파트너","https://www.kariashealth.com/","https://www.sec.gov/Archives/edgar/data/2060282/000206028226000001/0002060282-26-000001-index.html"
